ThirdParty,URL,SENTENCES
AudioPlayerView,https://github.com/HugoMatilla/AudioPlayerView,"[<Sentence: AudioPlayerView is an Android view that loads audio from an url and have basic playback tools.>, <Sentence: Unfortunately this gif doesn't play audio :) check the sample app to hear it.>, <Sentence: You can use icons or texts to show the current state of the view: loading, playing or stopped.>]"
Talk,https://github.com/PDDStudio/Talk,"[<Sentence: #Talk An easy to use Android library with a fluent interface to integrate voice interaction into your Application.>, <Sentence: handle action here in case the word is recognized.>, <Sentence: You can find some more details in the demo application on how to add voice integration into your layout.>]"
Audio Waves,https://github.com/FireZenk/AudioWaves,"[<Sentence: Shows a graphic representation of the sounds captured by the microphone on Android.>, <Sentence: repositories { ... maven { url 'https://github.com/FireZenk/maven-repo/raw/master/'} } dependencies { ... compile 'org.firezenk:audiowaves:1.1@aar' }.>, <Sentence: Add the new xmls to your layout parent widget.>]"
PodListen,https://github.com/einmalfel/PodListen,"[<Sentence: If you are willing to contribute by translating the app to your language just make a pull-request with new or updated res/values-XX/strings.xml file.>, <Sentence: Currently, PodListen has Croatian, English, German, Russian and incomplete French localizations.>, <Sentence: PodListen is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License (GPL) as published by the Free Software Foundation, either version 3 of the License, or (at your option) any later version.>]"
GEM Player,https://github.com/SubstanceMobile/GEM,"[<Sentence: #GEM Player (Beta) App Manager: Adrian Vovk (@AnimbusDev).>, <Sentence: GEM Player is a part of the Substance Mobile suite of apps & promises to be nimble, functional, and customizable.>, <Sentence: It will create files where necessary and will edit your PATH (in order for some nice tools to work).>]"
opencore-amr-android,https://github.com/kevinho/opencore-amr-android,"[<Sentence: QQ group for help: 453503476. is the multimedia framework of android, which is a originallly contributed by PacketVideo.>, <Sentence: You can usage wrapped api in Android Application without any troubles of writing c++ wrapper or ndk mk file.>, <Sentence: int mode = AmrEncoder.Mode.MR122.ordinal(); short[] in = new short[160];//short array read from AudioRecorder, length 160 byte[] out = new byte[32];//output amr frame, length 32 int byteEncoded = AmrEncoder.encode(mode, in, out);>]"
Auro,https://github.com/architjn/Auro,"[<Sentence: The world's first fastest, open source Music player for Android with latest design... Open Source Music player.>, <Sentence: [Required in order to optin for beta testing].>, <Sentence: Proper credits should be given to Auro's owner.>]"
RadioPlayerService,https://github.com/iammert/RadioPlayerService,"[<Sentence: Play and stop live radio streams on background.>, <Sentence: Decode .php, .html, .aspx web page and inspect supported stream urls if exists.>, <Sentence: Unless required by applicable law or agreed to in writing, software distributed under the License is distributed on an ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.>]"
Pindrop,https://github.com/google/pindrop,"[<Sentence: Pindrop is a simple-to-use, open-source, cross-platform audio library designed for games.>, <Sentence: : The Pindrop audio library requires these submodules, so download the source using:.>, <Sentence: Since this is open source, you are free to remove the version string but we would appreciate if you would leave it in.>]"
Android MIDI Library,https://github.com/LeffelMania/android-midi-lib,"[<Sentence: This project is mainly for use with Android applications that do not have access to Java's javax.sound.midi library.>, <Sentence: This code provides an interface to read, manipulate, and write MIDI files.>, <Sentence: This library does NOT include actual audio playback or device interfacing.>]"
TarsosDSP,https://github.com/JorenSix/TarsosDSP,"[<Sentence: Its aim is to provide an easy-to-use interface to practical music processing algorithms implemented, as simply as possible, in pure Java and without any other external dependencies.>, <Sentence: The library tries to hit the sweet spot between being capable enough to get real tasks done but compact and simple enough to serve as a demonstration on how.>, <Sentence: TarsosDSP features an implementation of a percussion onset detector and a number of pitch detection algorithms:.>]"
Minim-Android,https://github.com/DASAR/Minim-Android,"[<Sentence: of Java Minim audio library which can be used on Android.>, <Sentence: ddf.minim.effects (BandPass, HighPass,LowPass, Notch, Chebyshev filter, etc).>, <Sentence: * Convert 16bit short[] audio to 32 bit float format.>]"
AndroidOggStreamPlayer,https://github.com/radzio/AndroidOggStreamPlayer,"[<Sentence: This library allows you to play Ogg Live Streams on any Android device.>, <Sentence: It is based on JOrbis  so everything is written in Java code.>, <Sentence: Implement API similar to the native Android audio player.>]"
OpenPlayer,https://github.com/audionowdigital/openplayer-android,"[<Sentence: OpenPlayer is an Android library developed by AudioNow Digital, for playing audio in your mobile applications.>, <Sentence: OpenPlayer delivers great performance, by using native codec implementation.>, <Sentence: - triggered when the library starts to read the OGG header of the stream.>]"
JamsMusicPlayer,https://github.com/psaravan/JamsMusicPlayer,"[<Sentence: , I've decided that I can no longer provide the level of support and regular updates that paid users expect from a developer.>, <Sentence: Rather than letting Jams completely die off, I've open sourced the app and hosted it here to encourage other developers to potentially improve it, use it in their own personal projects, and re-release it to users.>, <Sentence: If you decide to launch your own fork of Jams on the Play Store, feel free to drop me a line so I can feature it on this GitHub page.>]"
RhombusLib,https://github.com/sshipman/RhombusLib,"[<Sentence: RhombusLib is an Android library project that decodes magnetic stripe audio data.>, <Sentence: It is designed for use with the unencrypted SquareUp credit card reading dongle, though it should work with any mechanism to get the raw data from the card as audio.>, <Sentence: For a demonstration, see the Rhombus app in the android market (google play).>]"
libpulse-android,https://github.com/hchapman/libpulse-android,"[<Sentence: As of now, it is focused on providing access to introspection functions of the library, so as to enable writing of a remote control volume application (see my project Reverb on github).>, <Sentence: I got... kind of lucky when I built libpulse for Android and realized I could start this project.>, <Sentence: I plan to update Android.mk or otherwise so that ndk-build puts the prebuilts in the proper directories.>]"
Android Visualizer,https://github.com/felixpalmer/android-visualizer,"[<Sentence: A View subclass that Takes the input from the Android MediaPlayer and displays visualizations, like in iTunes or WinAmp.>, <Sentence: Draws the audio waveform on screen, pulsing on prominent beats.>, <Sentence: Draws the audio waveform in a circle, with the radius changing over time.>]"
Vanilla,https://github.com/kreed/vanilla,"[<Sentence: If your language isn't on the list, open an issue and I can add it.>, <Sentence: android update project --path .>, <Sentence: to install the APK to a connected device.>]"
TurtlePlayer,https://github.com/eddturtle/TurtlePlayer,"[<Sentence: Due to other commitments I haven't had the time to maintain and keep this project up-to-date.>, <Sentence: It should work fine on modern android phones, but the visuals and code are bit old - that's all.>, <Sentence: First, pull the source code from this git repository to your local machine:.>]"
tomahawk-android,https://github.com/tomahawk-player/tomahawk-android,"[<Sentence: Tomahawk, the critically acclaimed multi-source music player, is now available on Android.>, <Sentence: Given the name of an artist, album or song Tomahawk will find the best available source and play it - whether that be from Spotify, Deezer, GMusic, Soundcloud, Tidal, Official.fm, Jamendo, Beets, Ampache, Subsonic or your phone’s local storage.>, <Sentence: Make sure that the radio-button ""Use default gradle wrapper (recommended)"" is selected.>]"
PlayerHater,https://github.com/PRX/PlayerHater,"[<Sentence: But the best thing about PlayerHater is that there are no ServiceConnection callbacks, MediaPlayer state diagrams, or setup and teardown code for you to write.>, <Sentence: When you've bound to a. , you're ready to start playing stuff - music, podcasts, or whatever new thing the kids are listening to these days.>, <Sentence: Large parts of the codebase have been written from scratch using knowledge we gained in versions 0.1.0 and 0.2.0 and many class and method names have been changed to make more sense.>]"
